series_id,series_label,source_paper,source_year,source_doi,source_experiment,group_id,source_file,subject_id,perturbation_size_deg,extent_window,subject_mean_extent_deg
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s07,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,33.20242647843077
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s08,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,19.843478297544458
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s09,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,17.5785813985378
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s10,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,32.112792066452386
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s11,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,21.074693053136112
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s12,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,26.0940135581949
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s13,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,14.722963924814643
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s14,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,19.136378895800046
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s15,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,56.35433592645129
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s16,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,33.295642040717496
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s17,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,47.974876752435705
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s18,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,18.535875737236488
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s19,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,30.652484618916056
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s20,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,32.356079500312354
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s21,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,29.361528315310046
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s01,30.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,19.339975625768705
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s02,30.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,5.329809279933161
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s03,30.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,26.31702540631134
