ppid,clamp_magnitude,base_sd,n_baseline,pointer
408276378177,165,5.321943489886351,10,Mouse
409510251833,140,14.026106693357773,10,Mouse
409510251833,150,9.601113793709873,10,Mouse
409510251833,160,22.70919280784591,10,Mouse
409510251833,170,19.808221145597447,10,Mouse
412116680061,95,9.729229491852722,10,Mouse
412116680061,105,9.463043509947733,10,Mouse
412116680061,115,11.44573453004157,10,Mouse
412116680061,125,12.222621898690308,10,Mouse
413611575961,3,6.8535634605077895,10,Trackpad
413611575961,5,7.687418112391059,10,Trackpad
413611575961,7,7.8468496440206605,10,Trackpad
413611575961,10,12.982271997808706,10,Trackpad
415114416275,55,7.52080424205346,10,Mouse
415114416275,65,5.226530463080638,10,Mouse
415114416275,75,4.55619243274567,10,Mouse
